"s"	"p"	"o"
"http://dbpedia.org/resource/Lester_Lefton"	"http://dbpedia.org/property/placeOfBirth"	"http://dbpedia.org/resource/Brookline,_Massachusetts"
"http://dbpedia.org/resource/Lester_Lefton"	"http://dbpedia.org/property/placeOfBirth"	"http://dbpedia.org/resource/Massachusetts"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/popEstAsOf"	2012
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/poprank"	5
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/poprank"	7
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/population"	12851821
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/populationAsOf"	2011
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/populationAsOf"	2012
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/populationAsOf"	2010
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/populationDemonym"	"Torontonian"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/populationDemonym"	"Chicagoan"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/populationDemonym"	"Kentite"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/populationDensityKm"	4149
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/populationDensityKm"	4447.4
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/populationDensityKm"	1217
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/populationDensitySqMi"	11864.4
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/populationDensitySqMi"	3152
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/populationEst"	29807
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/populationMetro"	5583064
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/populationMetro"	9522434
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/populationRank"	3
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/populationTotal"	2615060
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/populationTotal"	2714856
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/populationTotal"	28904
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/populationUrban"	5132794
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/populationrank"	"1.0"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/populationyear"	2011
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/postalCode"	"http://dbpedia.org/resource/List_of_M_postal_codes_of_Canada"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/postalCode"	442404424244243
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/postalCodeType"	"Postal code span"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/postalCodeType"	"ZIP codes"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/postalabbreviation"	"IL, Ill."
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/postalabbreviation"	"OH"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/postalabbreviation"	"ON"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/postalcodeprefix"	"http://dbpedia.org/resource/List_of_N_postal_codes_of_Canada"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/postalcodeprefix"	"http://dbpedia.org/resource/List_of_K_postal_codes_of_Canada"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/postalcodeprefix"	"http://dbpedia.org/resource/List_of_L_postal_codes_of_Canada"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/postalcodeprefix"	"http://dbpedia.org/resource/List_of_M_postal_codes_of_Canada"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/postalcodeprefix"	"http://dbpedia.org/resource/List_of_P_postal_codes_of_Canada"
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/postgrad"	9820
"http://dbpedia.org/resource/Kent_State_University"	"http://dbpedia.org/property/postgrad"	6030
"http://dbpedia.org/resource/Kent_State_University"	"http://dbpedia.org/property/postgrad"	6115
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/preceded"	"http://dbpedia.org/resource/Mississippi"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/preceded"	"http://dbpedia.org/resource/Tennessee"
"http://dbpedia.org/resource/David_Naylor"	"http://dbpedia.org/property/predecessor"	"http://dbpedia.org/resource/Robert_J._Birgeneau"
"http://dbpedia.org/resource/David_Naylor"	"http://dbpedia.org/property/predecessor"	"(Frank Iacobucci )"
"http://dbpedia.org/resource/David_Naylor"	"http://dbpedia.org/property/predecessor"	"(Vivek Goel )"
"http://dbpedia.org/resource/Lester_Lefton"	"http://dbpedia.org/property/predecessor"	"http://dbpedia.org/resource/Carol_Cartwright"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/premier"	"http://dbpedia.org/resource/Kathleen_Wynne"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/premierparty"	"http://dbpedia.org/resource/Ontario_Liberal_Party"
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/president"	"http://dbpedia.org/resource/Robert_Zimmer"
"http://dbpedia.org/resource/Kent_State_University"	"http://dbpedia.org/property/president"	"http://dbpedia.org/resource/Lester_Lefton"
"http://dbpedia.org/resource/David_Naylor"	"http://dbpedia.org/property/profession"	"http://dbpedia.org/resource/Professor"
"http://dbpedia.org/resource/Lester_Lefton"	"http://dbpedia.org/property/profession"	"Educator"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/pushpinMap"	"Canada"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/pushpinMap"	"USA"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/pushpinMap"	"USA"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/pushpinMapCaption"	"Location of Toronto in Canada"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/pushpinMapCaption"	"Location in the United States"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/pushpinMapCaption"	"Location in the United States"
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/qsW"	9
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/quarter"	2003
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/quarter"	2002
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/quarterreleasedate"	2003
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/quarterreleasedate"	2002
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/representative"	12
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/representative"	12
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/reptile"	"http://dbpedia.org/resource/Painted_turtle"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/reptile"	"http://dbpedia.org/resource/Coluber_constrictor"
"http://dbpedia.org/resource/David_Naylor"	"http://dbpedia.org/property/residence"	"http://dbpedia.org/resource/Toronto"
"http://dbpedia.org/resource/David_Naylor"	"http://dbpedia.org/property/residence"	"http://dbpedia.org/resource/Ontario"
"http://dbpedia.org/resource/David_Naylor"	"http://dbpedia.org/property/residence"	"http://dbpedia.org/resource/Canada"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/routeMarker"	"Illinois 19.svg"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/routeMarker"	"OH-2.svg"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/s"	"no"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/seal"	"Seal of Illinois.svg"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/seal"	"Seal of Ohio.svg"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/seallink"	"http://dbpedia.org/resource/Seal_of_Ohio"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/sealsize"	100
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/sealsize"	200
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/senateseats"	24
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/senators"	"http://dbpedia.org/resource/Dick_Durbin"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/senators"	"http://dbpedia.org/resource/Mark_Kirk"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/senators"	"http://dbpedia.org/resource/Sherrod_Brown"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/senators"	"http://dbpedia.org/resource/Rob_Portman"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/sepHighF"	74
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/sepLowF"	56
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/sepPrecipitationInch"	3.57
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/sepRecordHighF"	95
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/sepRecordLowF"	30
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/settlementType"	"City"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/settlementType"	"http://dbpedia.org/resource/City"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/settlementType"	"http://dbpedia.org/resource/City"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/shieldSize"	85
"http://dbpedia.org/resource/David_Naylor"	"http://dbpedia.org/property/shortDescription"	"Canadian physician"
"http://dbpedia.org/resource/Lester_Lefton"	"http://dbpedia.org/property/shortDescription"	"American psychologist"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/singleLine"	"Y"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/slogan"	"""Land of Lincoln"""
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/slogan"	"So Much to Discover"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/small"	"yes"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/soil"	"http://dbpedia.org/resource/Loam"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/song"	"http://dbpedia.org/resource/Illinois_(state_song)"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/song"	"""Beautiful Ohio"""
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/song"	"""Hang On Sloopy"""
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/source"	"The Weather Channel"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/south"	"Lake Ontario"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/south"	"•"
"http://dbpedia.org/resource/David_Naylor"	"http://dbpedia.org/property/spouse"	"Ilse Treurnicht"
"http://dbpedia.org/resource/Lester_Lefton"	"http://dbpedia.org/property/spouse"	"Linda Lefton"
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/staff"	14772
"http://dbpedia.org/resource/Kent_State_University"	"http://dbpedia.org/property/staff"	2799
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/state"	"http://dbpedia.org/resource/Illinois"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/state"	"expanded"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/state"	"off"
"http://dbpedia.org/resource/Kent_State_University"	"http://dbpedia.org/property/state"	"http://dbpedia.org/resource/Ohio"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/state"	"expanded"
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/students"	14954
"http://dbpedia.org/resource/Kent_State_University"	"http://dbpedia.org/property/students"	28998
"http://dbpedia.org/resource/Kent_State_University"	"http://dbpedia.org/property/students"	41891
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/style"	"width:15em;float:right;margin:0em 0em 0em 1em;"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/subdivisionName"	"http://dbpedia.org/resource/Ontario"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/subdivisionName"	"http://dbpedia.org/resource/East_York"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/subdivisionName"	"http://dbpedia.org/resource/Old_Toronto"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/subdivisionName"	"http://dbpedia.org/resource/Scarborough,_Ontario"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/subdivisionName"	"http://dbpedia.org/resource/York,_Ontario"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/subdivisionName"	"http://dbpedia.org/resource/North_York"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/subdivisionName"	"http://dbpedia.org/resource/Etobicoke"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/subdivisionName"	"http://dbpedia.org/resource/Canada"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/subdivisionName"	"http://dbpedia.org/resource/Cook_County,_Illinois"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/subdivisionName"	"http://dbpedia.org/resource/DuPage_County,_Illinois"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/subdivisionName"	"http://dbpedia.org/resource/Ohio"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/subdivisionName"	"http://dbpedia.org/resource/Portage_County,_Ohio"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/subdivisionName"	"http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/subdivisionType"	"http://dbpedia.org/resource/Provinces_and_territories_of_Canada"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/subdivisionType"	"http://dbpedia.org/resource/Amalgamation_of_Toronto"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/subdivisionType"	"Country"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/subdivisionType"	"http://dbpedia.org/resource/List_of_counties_in_Illinois"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/subdivisionType"	"http://dbpedia.org/resource/List_of_sovereign_states"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/subdivisionType"	"http://dbpedia.org/resource/U.S._state"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/subdivisionType"	"http://dbpedia.org/resource/List_of_counties_in_Ohio"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/subdivisionType"	"http://dbpedia.org/resource/List_of_sovereign_states"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/subdivisionType"	"http://dbpedia.org/resource/U.S._state"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/succeeded"	"http://dbpedia.org/resource/Alabama"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/succeeded"	"http://dbpedia.org/resource/Louisiana"
"http://dbpedia.org/resource/David_Naylor"	"http://dbpedia.org/property/successor"	"http://dbpedia.org/resource/Meric_Gertler"
"http://dbpedia.org/resource/Lester_Lefton"	"http://dbpedia.org/property/successor"	"incumbent"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/survey"	"IL-10"
"http://dbpedia.org/resource/David_Naylor"	"http://dbpedia.org/property/termEnd"	"October, 2013"
"http://dbpedia.org/resource/Lester_Lefton"	"http://dbpedia.org/property/termEnd"	2014-07-01+02:00
"http://dbpedia.org/resource/David_Naylor"	"http://dbpedia.org/property/termStart"	2005-10-01+02:00
"http://dbpedia.org/resource/Lester_Lefton"	"http://dbpedia.org/property/termStart"	2006-07-01+02:00
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/thesW"	9
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/timezone"	"http://dbpedia.org/resource/Eastern_Time_Zone"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/timezone"	"http://dbpedia.org/resource/Central_Time_Zone"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/timezone"	"http://dbpedia.org/resource/Coordinated_Universal_Time"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/timezone"	"http://dbpedia.org/resource/Central_Time_Zone"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/timezone"	"http://dbpedia.org/resource/Coordinated_Universal_Time"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/timezone"	"http://dbpedia.org/resource/Eastern_Time_Zone"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/timezone"	"Central: UTC-6/-5"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/timezone"	"Eastern: UTC-5"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/timezone"	"Eastern: UTC-5/-4"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/timezone"	"http://dbpedia.org/resource/Eastern_Time_Zone"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/timezoneDst"	"http://dbpedia.org/resource/Eastern_Time_Zone"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/timezoneDst"	"http://dbpedia.org/resource/Central_Time_Zone"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/timezoneDst"	"http://dbpedia.org/resource/Eastern_Time_Zone"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/title"	"Chicago Cityscape, Chicago, Cook County, IL"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/title"	"Religious affiliation"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/title"	"The Land of Lincoln"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/title"	"Topics related to Illinois"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/title"	"The Buckeye State"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/title"	"Topics related to Ohio"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/totalarea"	149998
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/totalarea"	116096
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/totalareaKm"	1076395
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/totalareaus"	57914
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/totalareaus"	44825
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/tree"	"http://dbpedia.org/resource/List_of_Quercus_species"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/tree"	"http://dbpedia.org/resource/Aesculus_glabra"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/tree"	"http://dbpedia.org/resource/Pinus_strobus"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/twin"	"http://dbpedia.org/resource/Dudince"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/twin1Country"	"http://dbpedia.org/resource/Slovakia"
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/type"	"Private nondenominational coeducational"
"http://dbpedia.org/resource/Kent_State_University"	"http://dbpedia.org/property/type"	"http://dbpedia.org/resource/Public_university"
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/undergrad"	5134
"http://dbpedia.org/resource/Kent_State_University"	"http://dbpedia.org/property/undergrad"	22968
"http://dbpedia.org/resource/Kent_State_University"	"http://dbpedia.org/property/undergrad"	35776
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/unitPref"	"Metric"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/unitPref"	"Imperial"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/unitPref"	"Imperial"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/upperhouse"	"http://dbpedia.org/resource/Illinois_Senate"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/upperhouse"	"http://dbpedia.org/resource/Ohio_Senate"
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/usnwrNu"	5
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/utcOffset"	-5
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/utcOffset"	"360.0"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/utcOffset"	"−5"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/utcOffsetDst"	-4
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/utcOffsetDst"	"300.0"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/utcOffsetDst"	"−4"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/v"	"no"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/viceroy"	"http://dbpedia.org/resource/David_Onley"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/viceroytype"	"Lieutenant Governor"
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/wamoNu"	46
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/waterarea"	5981
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/waterarea"	10040
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/waterareaKm"	158654
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/waterareaus"	2320
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/waterareaus"	3877
"http://dbpedia.org/resource/David_Naylor"	"http://dbpedia.org/property/website"	"http://www.president.utoronto.ca/"
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/website"	"http://www.uchicago.edu/"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/website"	"http://www.cityofchicago.org"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/website"	"www.illinois.gov"
"http://dbpedia.org/resource/Kent_State_University"	"http://dbpedia.org/property/website"	"http://www.kent.edu"
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/website"	"www.ohio.gov"
"http://dbpedia.org/resource/Ontario"	"http://dbpedia.org/property/website"	"www.ontario.ca"
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/website"	"http://kentohio.org"
"http://dbpedia.org/resource/Toronto"	"http://dbpedia.org/property/west"	"http://dbpedia.org/resource/Mississauga"
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/width"	150
"http://dbpedia.org/resource/Chicago"	"http://dbpedia.org/property/width"	225
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/width"	340
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/width"	355
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/widthus"	210
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/widthus"	220
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/wsj"	5
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/yearRecordHighF"	103
"http://dbpedia.org/resource/Kent,_Ohio"	"http://dbpedia.org/property/yearRecordLowF"	"−22"
"http://dbpedia.org/resource/Illinois"	"http://dbpedia.org/property/years"	0001-12-03+02:00
"http://dbpedia.org/resource/Ohio"	"http://dbpedia.org/property/years"	0001-03-01+02:00
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/arwuMed"	50
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/ec"	4
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/forbesBus"	4
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/usnwrBus"	5
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/usnwrLaw"	6
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/usnwrMedr"	13
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/usnwrSw"	2
"http://dbpedia.org/resource/University_of_Chicago"	"http://dbpedia.org/property/wordnet_type"	"http://www.w3.org/2006/03/wn/wn20/instances/synset-university-noun-2"
"http://dbpedia.org/resource/Kent_State_University"	"http://dbpedia.org/property/wordnet_type"	"http://www.w3.org/2006/03/wn/wn20/instances/synset-university-noun-2"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/hasPhotoCollection"	"http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/United_States"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/hasPhotoCollection"	"http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/Canada"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/hasPhotoCollection"	"http://wifo5-03.informatik.uni-mannheim.de/flickrwrappr/photos/Robert_Zimmer"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/footnoteF"	"Does not include insular areas and United States Minor Outlying Islands, which have their own ISO 3166 codes."
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/gdpNominalPerCapitaYear"	2012
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/gdpPppPerCapitaYear"	2013
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/align"	"right"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/almaMater"	"http://dbpedia.org/resource/Brandeis_University"
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/almaMater"	"http://dbpedia.org/resource/Harvard_University"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/altMap"	"Projection of North America with the United States in green"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/altMap"	"Projection of North America with Canada in green"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/areaKm"	9826675
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/areaKm"	9984670
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/areaMagnitude"	1000000000000
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/areaMagnitude"	1000000000000
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/areaRank"	3
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/areaRank"	2
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/areaSqMi"	3794101
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/areaSqMi"	3854085
"http://dbpedia.org/resource/Robert_Zimmer"	"http://dbpedia.org/property/birthDate"	1947-11-05+02:00
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/callingCode"	"http://dbpedia.org/resource/North_American_Numbering_Plan"
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/callingCode"	"http://dbpedia.org/resource/Telephone_numbers_in_Canada"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/capital"	"http://dbpedia.org/resource/Washington,_D.C."
"http://dbpedia.org/resource/Canada"	"http://dbpedia.org/property/capital"	"http://dbpedia.org/resource/Ottawa"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/caption"	"One World Trade Center, built in its place"
"http://dbpedia.org/resource/United_States"	"http://dbpedia.org/property/caption"	"The former World Trade Center in Lower Manhattan on 9/11"
